ID_Psa,Meno_Psa,Hmotnost_Kg,Datum_Narodenia_Psa,Je_Stene_Boolean,ID_Rasy
30582,20013142,,,,
16589,20013459,,,,
10161,20013634,,,,
8480,20013641,,,,
19831,20013817,,,,
12640,20013957,,,,
29500,20014064,,,,
12956,20014103,,,,
29702,20014253,,,,
27484,20014573,,,,
16641,20015266,,,,
11924,20015386,,,,
26739,20015959,,,,
41985,20016289,,,,
10765,20016349,,,,
14929,20016403,,,,
38267,20016798,,,,
39868,20017192,,,,
18275,20017391,,,,
38314,20017400,,,,
11960,20017760,,,,
21342,20018805,,,,
30787,20019228,,,,
16259,20019884,,,,
42252,20020004,,,,
37389,20020191,,,,
11041,20020329,,,,
16953,20020455,,,,
33327,20020819,,,,
20217,20021029,,,,
39675,20021425,,,,
33598,20022952,,,,
9834,20023116,,,,
10233,20023259,,,,
38393,20023341,,,,
26710,20023489,,,,
17738,20023615,,,,
16810,20023616,,,,
43384,20024043,,,,
43152,20024480,,,,
12399,20024491,,,,
22400,20025295,,,,
7458,20025601,,,,
29643,20025912,,,,
29720,20026082,,,,
30464,20026306,,,,
28627,20026599,,,,
15270,20027047,,,,
42894,20027304,,,,
42544,20027633,,,,
35852,20027855,,,,
20015,20028028,,,,
31248,20028260,,,,
35960,20028533,,,,
38389,20028626,,,,
32968,20028946,,,,
16332,20029023,,,,
8876,20029330,,,,
28234,20029801,,,,
16142,20030300,,,,
20274,20031010,,,,
37753,20031393,,,,
9716,20031571,,,,
37263,20031819,,,,
22769,20031863,,,,
38476,20031998,,,,
31814,20032444,,,,
32205,20032455,,,,
41617,20032667,,,,
42247,20032877,,,,
29458,20032887,,,,
37366,20033385,,,,
10288,20033973,,,,
17373,20034396,,,,
19963,20034808,,,,
42224,20034937,,,,
7058,20035309,,,,
11505,20035310,,,,
7825,20035317,,,,
13324,20035675,,,,
10514,20035955,,,,
10621,20036054,,,,
35189,20036685,,,,
31750,20037101,,,,
7429,20037241,,,,
41201,20037627,,,,
21540,20037665,,,,
36030,20038139,,,,
13926,20038370,,,,
16228,20038523,,,,
21886,20038531,,,,
12857,20038649,,,,
31006,20039225,,,,
17450,20039299,,,,
23169,20039643,,,,
20279,20040412,,,,
8839,20040526,,,,
15971,20041158,,,,
20460,20041507,,,,
22214,20041627,,,,
19325,20042093,,,,
26121,20042186,,,,
19844,20042276,,,,
12693,20042617,,,,
23235,20042872,,,,
32605,20042909,,,,
20054,20043268,,,,
23751,20043519,,,,
7222,20044021,,,,
30986,20044440,,,,
19654,20044485,,,,
18573,20045012,,,,
8111,20045842,,,,
33625,20046108,,,,
43370,20046840,,,,
20241,20047142,,,,
9773,20047212,,,,
24245,20047223,,,,
24809,20047381,,,,
7274,20048072,,,,
39592,20048496,,,,
18783,20048977,,,,
28830,20048989,,,,
8139,20049688,,,,
24050,20049926,,,,
43115,20050065,,,,
16023,20050253,,,,
11049,20050490,,,,
41854,20050568,,,,
9708,20050732,,,,
10688,20050949,,,,
42675,20052033,,,,
41921,20052383,,,,
34305,20052634,,,,
41278,20052860,,,,
19092,20052878,,,,
21429,20052908,,,,
19629,20053566,,,,
19405,20053609,,,,
13842,20053784,,,,
23140,20053996,,,,
11782,20054272,,,,
17241,20054294,,,,
30835,20054404,,,,
17595,20054417,,,,
12054,20054437,,,,
22070,20054552,,,,
10039,20054805,,,,
40300,20054934,,,,
23111,20055021,,,,
18019,20055058,,,,
41798,20056392,,,,
27599,20056461,,,,
31262,20056545,,,,
31488,20056658,,,,
27591,20056966,,,,
9586,20057250,,,,
40769,20057398,,,,
33484,20057898,,,,
7119,20057944,,,,
29758,20058057,,,,
30826,20058230,,,,
23587,20058407,,,,
26188,20060032,,,,
29405,20060742,,,,
18559,20061700,,,,
17909,20061720,,,,
40806,20061880,,,,
31892,20061962,,,,
8540,20062040,,,,
42386,20062268,,,,
31361,20062636,,,,
17903,20062953,,,,
17294,20063449,,,,
18485,20063713,,,,
7531,20063824,,,,
9531,20064160,,,,
33572,20064638,,,,
39301,20065155,,,,
16903,20065357,,,,
11746,20065880,,,,
28643,20065949,,,,
17556,20065986,,,,
21362,20066149,,,,
7179,20066224,,,,
21548,20066588,,,,
39327,20066673,,,,
16549,20066767,,,,
29753,20066844,,,,
11621,20066915,,,,
13899,20067327,,,,
12155,20067368,,,,
14964,20067393,,,,
14050,20067672,,,,
7358,20067832,,,,
13075,20068741,,,,
37079,20069638,,,,
22648,20070007,,,,
42119,20070058,,,,
32068,20070624,,,,
41563,20070653,,,,
15265,20071205,,,,
22617,20071214,,,,
15549,20071219,,,,
39864,20071257,,,,
26842,20071720,,,,
7792,20071832,,,,
24752,20071980,,,,
22310,20071981,,,,
34397,20071995,,,,
34424,20072013,,,,
18300,20072111,,,,
42548,20072236,,,,
30520,20072511,,,,
14401,20072849,,,,
38722,20072886,,,,
18539,20073039,,,,
10768,20073159,,,,
37798,20073365,,,,
30523,20073508,,,,
39947,20074145,,,,
34454,20074504,,,,
14462,20074588,,,,
37350,20074754,,,,
31214,20074790,,,,
31389,20075007,,,,
12946,20075301,,,,
30604,20075421,,,,
39889,20075512,,,,
38791,20076255,,,,
38149,20076364,,,,
8033,20076473,,,,
29287,20076727,,,,
17048,20077419,,,,
7454,20077449,,,,
21636,20077740,,,,
35899,20077821,,,,
9522,20077913,,,,
28107,20078135,,,,
15581,20078246,,,,
34721,20078406,,,,
20660,20078579,,,,
41243,20078987,,,,
9169,20078997,,,,
24553,20079400,,,,
22856,20079546,,,,
20141,20079553,,,,
8241,20079714,,,,
11677,20079861,,,,
34976,20080891,,,,
28479,20081936,,,,
39941,20082066,,,,
9259,20082081,,,,
13212,20082124,,,,
42369,20082308,,,,
26433,20082667,,,,
40115,20083012,,,,
28307,20083199,,,,
17457,20084254,,,,
16210,20084519,,,,
41138,20084643,,,,
20651,20084731,,,,
35344,20084923,,,,
34293,20087083,,,,
11732,20087092,,,,
26263,20087612,,,,
15353,20088094,,,,
10009,20089016,,,,
41794,20089632,,,,
32521,20089702,,,,
22382,20090789,,,,
20514,20091655,,,,
36975,20091857,,,,
9541,20092060,,,,
8011,20092139,,,,
37707,20092193,,,,
24684,20092270,,,,
40916,20093082,,,,
31373,20093120,,,,
11522,20093529,,,,
13319,20093699,,,,
